,sitename,speciescode,vals,year,GLOB,MANO,RION,ECSP,ALAR,svl
1237,SiteA,PSRE,17,2013,1,1,1,1,5,1.27148025975
1238,SiteA,PSRE,18,2013,2,3,2,2,1,0.835162095765
1239,SiteA,PSRE,19,2013,6,3,3,3,0,6.07478198305
1240,SiteA,RACA,0,2013,2,1,1,3,1,1.0535878224
1241,SiteA,RACA,1,2013,3,4,1,4,1,3.60086829809
1242,SiteA,RACA,2,2013,2,2,1,1,3,2.13948002569
1243,SiteA,RACA,3,2013,2,1,3,2,1,2.76111590878
1244,SiteA,RACA,4,2013,1,3,3,2,3,34.7878039433
1245,SiteA,RACA,5,2013,3,2,3,0,5,5.84661463081
1246,SiteA,RACA,6,2013,0,1,1,4,5,6.50064689409
1247,SiteA,RACA,7,2013,3,2,1,2,2,2.63391396677
1248,SiteA,RACA,8,2013,3,0,0,6,1,1.45964353176
1249,SiteA,RACA,9,2013,2,7,4,0,4,2.71088454017
1250,SiteA,RACA,10,2013,2,3,3,2,2,2.31999873799
1251,SiteA,RACA,11,2013,3,0,1,3,1,4.85026590418
1252,SiteA,RACA,12,2013,4,2,2,2,0,4.80541154959
1253,SiteA,RACA,13,2013,0,2,0,1,1,6.01677814218
1254,SiteA,RACA,14,2013,4,5,1,1,1,3.67993871873
1255,SiteA,RACA,15,2013,6,0,1,2,0,2.73642326149
1256,SiteA,RACA,16,2013,1,2,3,0,2,3.86786516071
1257,SiteA,RACA,17,2013,1,2,1,1,3,7.07115937198
1258,SiteA,RACA,18,2013,1,1,1,1,2,9.32216205111
1259,SiteA,RACA,19,2013,2,5,4,1,1,2.49454456928
1260,SiteA,TATO,0,2013,1,1,3,5,1,16.7700515075
1261,SiteA,TATO,1,2013,0,1,4,1,0,1.22338837345
1262,SiteA,TATO,2,2013,4,2,1,2,1,1.51200494364
1263,SiteA,TATO,3,2013,4,2,1,2,2,7.66771525188
1264,SiteA,TATO,4,2013,1,4,2,3,1,3.17274700969
1265,SiteA,TATO,5,2013,2,2,1,2,3,3.24129096808
1266,SiteA,TATO,6,2013,2,3,2,1,1,1.15495751566
1267,SiteA,TATO,7,2013,7,2,4,4,2,8.21351255652
1268,SiteA,TATO,8,2013,3,0,2,1,4,11.4334056202
1269,SiteA,TATO,9,2013,1,1,1,1,2,6.55747077552
1270,SiteA,TATO,10,2013,2,2,1,2,1,4.78707599741
1271,SiteA,TATO,11,2013,0,1,4,4,2,1.27338022377
1272,SiteA,TATO,12,2013,2,3,4,3,2,0.363759398423
1273,SiteA,TATO,13,2013,2,0,2,2,2,3.20290675631
1274,SiteA,TATO,14,2013,0,2,1,2,3,1.23027145065
1275,SiteA,TATO,15,2013,2,2,1,0,3,1.03377662198
1276,SiteA,TATO,16,2013,0,2,0,2,4,1.45491870806
1277,SiteA,TATO,17,2013,5,1,3,1,3,4.29954584052
1278,SiteA,TATO,18,2013,2,3,3,2,2,5.70186127506
1279,SiteA,TATO,19,2013,0,1,2,3,1,5.13831792915
1280,SiteA,TAGR,0,2013,2,0,3,3,1,11.7255234057
1281,SiteA,TAGR,1,2013,1,2,3,2,0,1.71216869719
1282,SiteA,TAGR,2,2013,1,4,0,1,5,42.3535287374
1283,SiteA,TAGR,3,2013,3,4,1,2,1,2.47242343017
1284,SiteA,TAGR,4,2013,0,4,4,3,1,5.17620224436
1285,SiteA,TAGR,5,2013,3,0,2,0,1,3.28207595706
1286,SiteA,TAGR,6,2013,3,2,4,2,4,2.45440127474
1287,SiteA,TAGR,7,2013,1,3,1,0,4,5.57554351275
1288,SiteA,TAGR,8,2013,2,3,1,1,3,9.49213369871
1289,SiteA,TAGR,9,2013,0,1,2,3,1,2.14368190259
1290,SiteA,TAGR,10,2013,2,0,2,0,4,13.0022403734
1291,SiteA,TAGR,11,2013,1,3,4,2,2,1.06574028407
1292,SiteA,TAGR,12,2013,3,2,1,4,1,2.09392876278
1293,SiteA,TAGR,13,2013,4,2,1,1,2,5.38435467037
1294,SiteA,TAGR,14,2013,5,2,2,2,1,6.90766202134
1295,SiteA,TAGR,15,2013,4,1,0,0,4,2.39383198559
1296,SiteA,TAGR,16,2013,2,1,3,3,1,4.2979347235
1297,SiteA,TAGR,17,2013,4,5,1,4,3,0.921660816488
1298,SiteA,TAGR,18,2013,1,4,5,4,2,1.29255441979
1299,SiteA,TAGR,19,2013,2,1,1,5,2,0.756625866923
1300,SiteB,BUBO,0,2013,0,0,0,0,2,0.625102440537
1301,SiteB,BUBO,1,2013,1,3,0,1,3,5.8892216012
1302,SiteB,BUBO,2,2013,4,2,5,1,1,1.84472235922
1303,SiteB,BUBO,3,2013,4,2,3,1,3,3.15988236585
1304,SiteB,BUBO,4,2013,4,0,0,1,1,1.87133961347
1305,SiteB,BUBO,5,2013,3,1,1,4,1,3.70231116169
1306,SiteB,BUBO,6,2013,0,2,1,4,0,9.71258961741
1307,SiteB,BUBO,7,2013,3,2,1,2,1,2.93942606425
1308,SiteB,BUBO,8,2013,5,1,2,4,3,14.6017933697
1309,SiteB,BUBO,9,2013,2,0,4,1,2,13.6972624273
1310,SiteB,BUBO,10,2013,1,0,0,1,0,6.60011115392
1311,SiteB,BUBO,11,2013,3,3,3,2,1,5.62568456377
1312,SiteB,BUBO,12,2013,0,0,1,3,3,0.787221060297
1313,SiteB,BUBO,13,2013,4,3,3,1,3,1.52681393132
1314,SiteB,BUBO,14,2013,3,1,3,1,3,0.20180304375
1315,SiteB,BUBO,15,2013,3,2,4,3,0,2.55373127072
1316,SiteB,BUBO,16,2013,2,1,0,0,3,1.99677115797
1317,SiteB,BUBO,17,2013,3,1,2,3,1,3.10078219162
1318,SiteB,BUBO,18,2013,5,3,2,1,1,4.39262297991
1319,SiteB,BUBO,19,2013,1,3,3,0,1,1.92689523511
1320,SiteB,PSRE,0,2013,1,4,1,3,4,0.832755010339
1321,SiteB,PSRE,1,2013,2,1,3,0,2,18.384450615
1322,SiteB,PSRE,2,2013,2,4,3,3,1,1.0046568405
1323,SiteB,PSRE,3,2013,2,0,2,2,4,0.948017877857
1324,SiteB,PSRE,4,2013,2,0,3,3,1,1.78343129586
1325,SiteB,PSRE,5,2013,4,3,1,3,2,2.91335438699
1326,SiteB,PSRE,6,2013,0,5,2,2,2,1.0677952132
1327,SiteB,PSRE,7,2013,1,2,0,6,1,0.684425341487
1328,SiteB,PSRE,8,2013,2,3,2,1,3,2.59336246892
1329,SiteB,PSRE,9,2013,1,0,4,1,0,1.79685679082
1330,SiteB,PSRE,10,2013,1,1,1,2,3,1.24002682677
1331,SiteB,PSRE,11,2013,4,3,1,0,0,7.48820922406
1332,SiteB,PSRE,12,2013,4,0,3,1,3,1.85382645293
1333,SiteB,PSRE,13,2013,2,3,2,0,1,0.914568849091
1334,SiteB,PSRE,14,2013,2,0,0,2,1,3.42335130236
1335,SiteB,PSRE,15,2013,2,3,1,3,3,4.55729553951
1336,SiteB,PSRE,16,2013,2,0,3,1,3,1.81064535135
1337,SiteB,PSRE,17,2013,2,2,0,1,1,3.00875775581
1338,SiteB,PSRE,18,2013,1,2,6,2,2,1.48853268531
1339,SiteB,PSRE,19,2013,5,1,3,3,0,0.407952579932
1340,SiteB,RACA,0,2013,2,0,1,3,3,2.99727698318
1341,SiteB,RACA,1,2013,0,3,0,2,2,0.777456297874
1342,SiteB,RACA,2,2013,1,1,3,4,2,4.37108159381
1343,SiteB,RACA,3,2013,2,3,1,1,0,1.83836843671
1344,SiteB,RACA,4,2013,4,4,0,2,6,0.715695852619
1345,SiteB,RACA,5,2013,2,4,1,3,7,1.82422134505
1346,SiteB,RACA,6,2013,3,0,5,4,0,5.63217176106
1347,SiteB,RACA,7,2013,4,1,2,3,3,1.16316537609
1348,SiteB,RACA,8,2013,1,4,5,2,2,1.23448175838
1349,SiteB,RACA,9,2013,0,0,2,2,0,3.84130174737
1350,SiteB,RACA,10,2013,2,3,2,1,2,2.01195274763
1351,SiteB,RACA,11,2013,2,1,1,5,4,0.672555959872
1352,SiteB,RACA,12,2013,2,1,4,5,2,5.05562508139
1353,SiteB,RACA,13,2013,0,4,3,4,2,4.42934356706
1354,SiteB,RACA,14,2013,1,0,0,3,1,0.811848430655
1355,SiteB,RACA,15,2013,2,3,2,2,5,1.79596819228
1356,SiteB,RACA,16,2013,1,1,1,1,2,1.04718891318
1357,SiteB,RACA,17,2013,0,4,0,5,2,1.15015976256
1358,SiteB,RACA,18,2013,2,2,3,1,1,5.57154749833
1359,SiteB,RACA,19,2013,0,3,1,3,3,1.62933743361
1360,SiteB,TATO,0,2013,0,2,2,1,0,1.17272898179
1361,SiteB,TATO,1,2013,6,3,2,3,0,2.09047106588
1362,SiteB,TATO,2,2013,1,4,2,1,2,1.29523472016
1363,SiteB,TATO,3,2013,1,5,0,2,3,8.18132183776
1364,SiteB,TATO,4,2013,1,3,1,2,1,1.66446363466
1365,SiteB,TATO,5,2013,1,1,1,0,1,10.7944235185
1366,SiteB,TATO,6,2013,2,4,0,2,2,0.406853524958
1367,SiteB,TATO,7,2013,4,1,2,4,0,5.00724324744
1368,SiteB,TATO,8,2013,2,2,2,2,4,13.1659034588
1369,SiteB,TATO,9,2013,1,2,3,3,2,4.20006456778
1370,SiteB,TATO,10,2013,3,1,1,2,1,1.26821589098
1371,SiteB,TATO,11,2013,3,0,2,2,0,0.65274567293
1372,SiteB,TATO,12,2013,4,1,0,2,2,2.75628410927
1373,SiteB,TATO,13,2013,5,2,3,6,1,10.8368865081
1374,SiteB,TATO,14,2013,1,1,1,0,2,35.2438834127
1375,SiteB,TATO,15,2013,5,0,1,3,1,0.419768051348
1376,SiteB,TATO,16,2013,3,3,2,0,0,0.534190434554
1377,SiteB,TATO,17,2013,1,2,2,2,1,1.95025612347
1378,SiteB,TATO,18,2013,3,5,2,2,7,1.50956315615
1379,SiteB,TATO,19,2013,2,3,2,2,2,2.54854446405
1380,SiteB,TAGR,0,2013,1,3,0,2,5,3.56054306958
1381,SiteB,TAGR,1,2013,0,3,4,3,4,7.94385483082
1382,SiteB,TAGR,2,2013,2,2,3,0,4,4.91917081589
1383,SiteB,TAGR,3,2013,1,3,2,1,4,2.13221733508
1384,SiteB,TAGR,4,2013,0,4,3,1,1,11.8602998876
1385,SiteB,TAGR,5,2013,2,1,0,0,0,1.58222944203
1386,SiteB,TAGR,6,2013,3,3,2,3,2,12.7147725133
1387,SiteB,TAGR,7,2013,0,0,3,2,2,2.39958127267
1388,SiteB,TAGR,8,2013,1,0,0,2,2,2.13581021243
1389,SiteB,TAGR,9,2013,1,2,1,2,2,1.0484209543
1390,SiteB,TAGR,10,2013,5,1,3,2,4,4.00442059485
1391,SiteB,TAGR,11,2013,0,3,2,2,2,2.03704559975
1392,SiteB,TAGR,12,2013,2,3,0,2,3,2.13381392248
1393,SiteB,TAGR,13,2013,3,3,0,0,3,2.05931891514
1394,SiteB,TAGR,14,2013,3,3,5,6,1,4.49549817198
1395,SiteB,TAGR,15,2013,1,2,2,1,2,2.96464973544
1396,SiteB,TAGR,16,2013,1,0,2,0,3,4.06641795781
1397,SiteB,TAGR,17,2013,1,3,1,0,0,3.93449427468
1398,SiteB,TAGR,18,2013,3,0,4,3,1,2.81642054347
1399,SiteB,TAGR,19,2013,3,0,3,1,4,5.86914421049
1400,SiteC,BUBO,0,2013,1,2,1,2,2,3.91574720402
1401,SiteC,BUBO,1,2013,1,2,4,2,1,2.03118833769
1402,SiteC,BUBO,2,2013,4,1,3,4,1,2.62566341905
1403,SiteC,BUBO,3,2013,0,1,2,2,2,0.411212696554
1404,SiteC,BUBO,4,2013,3,0,3,1,1,0.217558406369
1405,SiteC,BUBO,5,2013,0,0,2,2,2,3.9746241267
1406,SiteC,BUBO,6,2013,2,3,2,2,3,0.392331563091
1407,SiteC,BUBO,7,2013,4,0,5,1,4,8.38971471223
1408,SiteC,BUBO,8,2013,2,1,1,2,1,2.13167707938
1409,SiteC,BUBO,9,2013,1,1,2,2,1,1.61547173149
1410,SiteC,BUBO,10,2013,4,3,5,2,4,8.21967103478
1411,SiteC,BUBO,11,2013,0,2,0,3,3,5.38393395713
1412,SiteC,BUBO,12,2013,2,1,2,0,1,1.60492155683
1413,SiteC,BUBO,13,2013,3,0,0,3,0,0.752708988452
1414,SiteC,BUBO,14,2013,0,3,3,1,0,3.99844141337
1415,SiteC,BUBO,15,2013,5,5,3,3,3,3.64064954443
1416,SiteC,BUBO,16,2013,0,1,0,4,2,4.8435164576
1417,SiteC,BUBO,17,2013,1,1,5,2,4,1.93184717412
1418,SiteC,BUBO,18,2013,2,2,2,0,2,1.68853368773
1419,SiteC,BUBO,19,2013,0,2,3,0,3,3.17414879432
1420,SiteC,PSRE,0,2013,0,2,3,2,1,6.01751651631
1421,SiteC,PSRE,1,2013,3,4,4,3,0,1.17382653328
1422,SiteC,PSRE,2,2013,3,1,1,1,5,1.91598741421
1423,SiteC,PSRE,3,2013,2,2,3,1,2,0.654451647873
1424,SiteC,PSRE,4,2013,3,3,2,4,5,1.89943648583
1425,SiteC,PSRE,5,2013,2,4,6,3,2,6.77908263562
1426,SiteC,PSRE,6,2013,2,1,0,0,1,5.19036561366
1427,SiteC,PSRE,7,2013,3,4,2,4,0,3.54168815132
1428,SiteC,PSRE,8,2013,2,2,0,1,0,3.43429538523
1429,SiteC,PSRE,9,2013,2,0,0,0,2,3.86180156831
1430,SiteC,PSRE,10,2013,1,2,2,1,2,4.64058817971
1431,SiteC,PSRE,11,2013,2,4,2,2,3,3.76647545922
1432,SiteC,PSRE,12,2013,1,4,1,3,0,8.65969234361
1433,SiteC,PSRE,13,2013,2,1,2,3,2,0.685707549615
1434,SiteC,PSRE,14,2013,1,1,5,2,1,8.2872015525
1435,SiteC,PSRE,15,2013,2,1,0,2,2,1.79502529607
1436,SiteC,PSRE,16,2013,0,2,4,2,6,37.150536506
1437,SiteC,PSRE,17,2013,2,0,0,2,1,6.36438391325
1438,SiteC,PSRE,18,2013,2,1,3,1,2,8.21059797926
1439,SiteC,PSRE,19,2013,4,1,2,3,2,1.34765390527
1440,SiteC,RACA,0,2013,1,2,2,1,0,1.12909415572
1441,SiteC,RACA,1,2013,2,3,1,1,3,3.09494977053
1442,SiteC,RACA,2,2013,3,0,2,1,0,4.50613145993
1443,SiteC,RACA,3,2013,4,3,3,0,0,3.37221260019
1444,SiteC,RACA,4,2013,2,2,1,4,4,3.60693382633
1445,SiteC,RACA,5,2013,1,0,1,2,4,11.1125008424
1446,SiteC,RACA,6,2013,1,3,3,1,2,7.69181868919
1447,SiteC,RACA,7,2013,3,2,4,4,5,3.29453710414
1448,SiteC,RACA,8,2013,2,0,2,2,2,2.45023800025
1449,SiteC,RACA,9,2013,0,4,2,2,2,1.73165992808
1450,SiteC,RACA,10,2013,3,0,4,2,3,0.473417250235
1451,SiteC,RACA,11,2013,2,2,2,2,2,3.43802313089
1452,SiteC,RACA,12,2013,1,4,4,2,0,1.25418658497
1453,SiteC,RACA,13,2013,4,3,1,2,3,2.13884451335
1454,SiteC,RACA,14,2013,0,2,2,2,0,4.26528057362
1455,SiteC,RACA,15,2013,1,1,2,2,0,1.69852006688
1456,SiteC,RACA,16,2013,6,3,2,3,2,0.827014881273
1457,SiteC,RACA,17,2013,2,1,0,2,3,0.993756763125
1458,SiteC,RACA,18,2013,3,2,2,6,2,1.45633633962
1459,SiteC,RACA,19,2013,3,3,2,4,3,3.2479252787
1460,SiteC,TATO,0,2013,0,3,3,2,1,1.05521139441
1461,SiteC,TATO,1,2013,2,0,3,1,2,2.68506518103
1462,SiteC,TATO,2,2013,2,2,4,5,0,29.0410327528
1463,SiteC,TATO,3,2013,0,2,3,2,4,11.4659998196
1464,SiteC,TATO,4,2013,2,2,4,3,1,6.89758117041
1465,SiteC,TATO,5,2013,3,0,1,1,3,3.17497118257
1466,SiteC,TATO,6,2013,2,4,2,0,2,18.643907894
1467,SiteC,TATO,7,2013,5,2,2,0,4,8.1020077835
1468,SiteC,TATO,8,2013,4,1,4,1,3,9.88867761833
1469,SiteC,TATO,9,2013,0,0,2,1,3,4.56631499657
1470,SiteC,TATO,10,2013,1,3,1,0,2,19.5632853213
1471,SiteC,TATO,11,2013,3,2,2,3,1,2.09447189759
1472,SiteC,TATO,12,2013,0,7,0,2,1,2.45710841178
1473,SiteC,TATO,13,2013,1,3,1,2,3,3.07025022603
1474,SiteC,TATO,14,2013,5,1,2,0,0,0.472453266833
1475,SiteC,TATO,15,2013,2,0,3,3,2,4.78624533787
1476,SiteC,TATO,16,2013,2,3,1,1,1,2.52265494588
1477,SiteC,TATO,17,2013,3,3,2,1,5,1.82875623971
1478,SiteC,TATO,18,2013,3,3,2,2,1,2.48626153617
1479,SiteC,TATO,19,2013,2,0,1,2,2,13.3119661365
1480,SiteC,TAGR,0,2013,0,5,2,1,2,1.30869798614
1481,SiteC,TAGR,1,2013,1,3,2,2,1,0.479473405228
1482,SiteC,TAGR,2,2013,7,2,3,4,1,3.8365042985
1483,SiteC,TAGR,3,2013,3,1,3,5,2,2.24715754451
1484,SiteC,TAGR,4,2013,1,2,2,2,0,3.74677784598
1485,SiteC,TAGR,5,2013,2,2,0,2,4,2.5055998955
1486,SiteC,TAGR,6,2013,1,3,1,2,3,2.1706532182
1487,SiteC,TAGR,7,2013,3,1,4,0,0,3.51332236047
1488,SiteC,TAGR,8,2013,3,1,0,4,3,6.05087295916
1489,SiteC,TAGR,9,2013,5,1,3,2,9,4.79487927022
1490,SiteC,TAGR,10,2013,4,1,2,0,0,7.97115227335
1491,SiteC,TAGR,11,2013,0,1,1,2,2,0.486951570682
1492,SiteC,TAGR,12,2013,4,3,3,3,0,3.96710804173
1493,SiteC,TAGR,13,2013,2,2,4,0,4,1.58308886005
1494,SiteC,TAGR,14,2013,3,2,1,1,1,0.822857207844
1495,SiteC,TAGR,15,2013,2,2,2,3,2,2.42004753701
1496,SiteC,TAGR,16,2013,1,2,2,1,2,0.824030436867
1497,SiteC,TAGR,17,2013,0,4,4,2,1,0.32164749129
1498,SiteC,TAGR,18,2013,3,1,2,4,4,11.9065938891
1499,SiteC,TAGR,19,2013,0,4,1,0,0,0.956570001319
1500,SiteA,BUBO,0,2014,4,2,1,4,0,0.589541404148
1501,SiteA,BUBO,1,2014,3,0,1,0,1,1.57303028204
1502,SiteA,BUBO,2,2014,2,3,0,5,2,1.671435398
1503,SiteA,BUBO,3,2014,1,5,1,5,1,1.12337638654
1504,SiteA,BUBO,4,2014,2,2,2,4,0,4.21555045431
1505,SiteA,BUBO,5,2014,3,3,3,2,0,2.14069440321
1506,SiteA,BUBO,6,2014,3,2,1,1,1,2.59511034077
1507,SiteA,BUBO,7,2014,3,4,4,6,3,2.84683477555
1508,SiteA,BUBO,8,2014,1,2,2,0,3,1.44610024079
1509,SiteA,BUBO,9,2014,2,5,1,2,1,1.58396248814
1510,SiteA,BUBO,10,2014,2,4,0,1,2,10.4656923281
1511,SiteA,BUBO,11,2014,1,4,1,1,2,7.87695721304
1512,SiteA,BUBO,12,2014,3,5,1,0,2,0.238791458793
1513,SiteA,BUBO,13,2014,1,2,2,1,3,2.33165414392
1514,SiteA,BUBO,14,2014,1,3,3,2,4,4.22063691532
1515,SiteA,BUBO,15,2014,3,3,3,2,3,6.85665632922
1516,SiteA,BUBO,16,2014,2,2,2,1,4,9.93284469631
1517,SiteA,BUBO,17,2014,4,3,1,1,0,10.9056781532
1518,SiteA,BUBO,18,2014,1,3,1,4,2,8.69429645641
1519,SiteA,BUBO,19,2014,0,2,0,1,2,2.57002603585
1520,SiteA,PSRE,0,2014,3,2,2,2,2,3.84101791431
1521,SiteA,PSRE,1,2014,1,2,0,4,2,4.2398375223
1522,SiteA,PSRE,2,2014,1,2,3,1,1,2.47259356555
1523,SiteA,PSRE,3,2014,2,4,2,2,2,12.0325846638
1524,SiteA,PSRE,4,2014,1,0,2,0,1,6.14383390493
1525,SiteA,PSRE,5,2014,2,3,2,2,3,8.67746914784
1526,SiteA,PSRE,6,2014,5,1,1,2,1,1.27034164951
1527,SiteA,PSRE,7,2014,2,2,3,2,2,4.7361376877
1528,SiteA,PSRE,8,2014,3,4,5,3,5,3.85051431521
1529,SiteA,PSRE,9,2014,3,2,3,1,5,1.35063856073
1530,SiteA,PSRE,10,2014,0,6,1,3,2,0.628703735139
1531,SiteA,PSRE,11,2014,0,1,5,0,2,2.67944471396
1532,SiteA,PSRE,12,2014,2,5,1,4,6,1.35734764432
1533,SiteA,PSRE,13,2014,2,2,0,2,1,0.651684556859
1534,SiteA,PSRE,14,2014,0,2,2,3,2,1.46911245077
1535,SiteA,PSRE,15,2014,2,1,3,4,1,1.87884716401
1536,SiteA,PSRE,16,2014,1,2,0,1,1,0.562357263358
1537,SiteA,PSRE,17,2014,0,1,1,3,0,3.06676318716
1538,SiteA,PSRE,18,2014,3,0,2,1,0,7.38450817857
1539,SiteA,PSRE,19,2014,4,1,4,1,0,16.793554804
1540,SiteA,RACA,0,2014,1,4,1,3,0,1.47447193087
1541,SiteA,RACA,1,2014,0,1,6,1,2,3.73533298696
1542,SiteA,RACA,2,2014,2,1,1,1,1,17.783088036
1543,SiteA,RACA,3,2014,1,2,1,2,2,1.04378081161
1544,SiteA,RACA,4,2014,2,1,2,1,2,0.298534030388
1545,SiteA,RACA,5,2014,3,0,3,2,0,3.09067402099
1546,SiteA,RACA,6,2014,2,4,4,2,5,1.47803378388
1547,SiteA,RACA,7,2014,1,2,3,1,2,6.08838073318
1548,SiteA,RACA,8,2014,2,2,4,2,3,3.01936092294
1549,SiteA,RACA,9,2014,1,4,1,3,4,2.03264752995
1550,SiteA,RACA,10,2014,4,1,1,3,1,2.09973430854
1551,SiteA,RACA,11,2014,0,4,0,2,2,2.41578217723
1552,SiteA,RACA,12,2014,2,3,1,0,3,0.837047048815
1553,SiteA,RACA,13,2014,0,2,3,0,5,5.76865948192
1554,SiteA,RACA,14,2014,1,2,1,1,1,3.86058908054
1555,SiteA,RACA,15,2014,3,2,5,2,4,29.0035105243
1556,SiteA,RACA,16,2014,4,0,1,2,2,3.57348957628
1557,SiteA,RACA,17,2014,5,1,1,0,3,0.454189852158
1558,SiteA,RACA,18,2014,1,3,2,0,1,3.32909731991
1559,SiteA,RACA,19,2014,1,0,3,1,2,1.01740447376
1560,SiteA,TATO,0,2014,3,5,2,0,1,0.592222934315
1561,SiteA,TATO,1,2014,2,2,2,3,2,8.13003726807
1562,SiteA,TATO,2,2014,1,1,1,5,0,2.76598227712
1563,SiteA,TATO,3,2014,4,2,0,3,2,0.475970313903
1564,SiteA,TATO,4,2014,3,0,3,4,1,0.4489461171
1565,SiteA,TATO,5,2014,1,5,2,1,1,1.36967942825
1566,SiteA,TATO,6,2014,3,0,0,5,3,7.23910475945
1567,SiteA,TATO,7,2014,1,2,0,0,3,5.83671011943
1568,SiteA,TATO,8,2014,1,1,1,1,1,0.898869564027
1569,SiteA,TATO,9,2014,4,2,1,2,0,5.16559086758
1570,SiteA,TATO,10,2014,1,1,2,0,1,1.48596043313
1571,SiteA,TATO,11,2014,2,3,2,1,2,25.269080093
1572,SiteA,TATO,12,2014,1,1,2,3,2,1.41542399583
1573,SiteA,TATO,13,2014,2,1,1,2,2,1.91048272781
1574,SiteA,TATO,14,2014,4,0,1,1,3,2.38701002625
1575,SiteA,TATO,15,2014,4,2,3,3,3,7.62185086142
1576,SiteA,TATO,16,2014,3,2,2,1,3,21.4500589774
1577,SiteA,TATO,17,2014,1,2,1,0,2,71.2707739404
1578,SiteA,TATO,18,2014,2,3,3,0,1,24.6508248361
1579,SiteA,TATO,19,2014,0,2,5,2,1,1.07091208461
1580,SiteA,TAGR,0,2014,1,4,1,1,2,3.04436358634
1581,SiteA,TAGR,1,2014,3,3,0,1,2,7.85863057542
1582,SiteA,TAGR,2,2014,1,4,0,0,4,0.828686242244
1583,SiteA,TAGR,3,2014,1,2,2,2,3,6.95628849206
1584,SiteA,TAGR,4,2014,1,2,2,3,3,5.27992581836
1585,SiteA,TAGR,5,2014,0,3,5,2,1,6.24531766569
1586,SiteA,TAGR,6,2014,2,0,3,5,1,0.928777638464
1587,SiteA,TAGR,7,2014,0,0,3,1,1,2.93851642443
1588,SiteA,TAGR,8,2014,3,2,3,1,1,4.59514618553
1589,SiteA,TAGR,9,2014,3,6,3,0,3,5.43396002286
1590,SiteA,TAGR,10,2014,2,4,0,4,2,10.4584025654
1591,SiteA,TAGR,11,2014,1,3,0,0,1,1.0547596748
1592,SiteA,TAGR,12,2014,2,3,4,1,3,6.58982053628
1593,SiteA,TAGR,13,2014,1,3,0,3,1,4.6915383224
1594,SiteA,TAGR,14,2014,1,4,1,1,4,6.10853283408
1595,SiteA,TAGR,15,2014,3,2,2,2,1,5.06810641557
1596,SiteA,TAGR,16,2014,5,2,2,3,1,2.79607961412
1597,SiteA,TAGR,17,2014,1,2,5,0,4,5.14864570438
1598,SiteA,TAGR,18,2014,0,1,2,0,2,4.08767615422
1599,SiteA,TAGR,19,2014,2,0,1,2,1,0.918179397965
1600,SiteB,BUBO,0,2014,1,0,1,1,1,8.45415101998
1601,SiteB,BUBO,1,2014,3,2,0,1,4,3.66570496705
1602,SiteB,BUBO,2,2014,4,6,2,1,2,1.18021233886
1603,SiteB,BUBO,3,2014,2,5,1,1,4,11.0994737631
1604,SiteB,BUBO,4,2014,2,1,1,1,2,5.04684490293
1605,SiteB,BUBO,5,2014,2,4,0,0,2,2.05250921155
1606,SiteB,BUBO,6,2014,2,1,1,2,3,0.78077854193
1607,SiteB,BUBO,7,2014,1,3,2,2,0,1.86912943481
1608,SiteB,BUBO,8,2014,4,3,4,2,3,1.39836974121
1609,SiteB,BUBO,9,2014,1,4,2,4,2,14.7242334824
1610,SiteB,BUBO,10,2014,0,0,1,4,3,0.808731339211
1611,SiteB,BUBO,11,2014,1,3,2,4,2,0.793790814688
1612,SiteB,BUBO,12,2014,0,2,3,1,2,4.06027968752
1613,SiteB,BUBO,13,2014,0,3,2,2,0,6.89680888376
1614,SiteB,BUBO,14,2014,1,2,1,0,2,1.97575625778
1615,SiteB,BUBO,15,2014,2,4,1,3,1,2.49720590878
1616,SiteB,BUBO,16,2014,4,5,2,2,1,5.71252186933
1617,SiteB,BUBO,17,2014,6,2,3,3,2,3.68072918448
1618,SiteB,BUBO,18,2014,6,0,4,4,0,0.417247550795
1619,SiteB,BUBO,19,2014,3,1,0,2,5,4.82197922023
1620,SiteB,PSRE,0,2014,3,4,4,4,4,3.94267074934
1621,SiteB,PSRE,1,2014,1,0,2,4,2,4.52399539642
1622,SiteB,PSRE,2,2014,0,3,2,3,2,1.11927502197
1623,SiteB,PSRE,3,2014,2,1,0,2,1,2.15933703323
1624,SiteB,PSRE,4,2014,1,0,6,1,0,0.409328147215
1625,SiteB,PSRE,5,2014,0,2,0,2,2,2.52765803194
1626,SiteB,PSRE,6,2014,1,2,0,2,1,15.4183749178
1627,SiteB,PSRE,7,2014,3,3,2,3,6,2.83553534593
1628,SiteB,PSRE,8,2014,2,2,1,1,6,2.8346124417
1629,SiteB,PSRE,9,2014,3,1,3,1,0,0.689861714674
1630,SiteB,PSRE,10,2014,3,3,1,2,6,3.28579825316
1631,SiteB,PSRE,11,2014,1,1,3,1,1,0.439536534407
1632,SiteB,PSRE,12,2014,4,1,2,3,2,0.508841944923
1633,SiteB,PSRE,13,2014,4,3,3,1,3,6.4721744889
1634,SiteB,PSRE,14,2014,1,0,1,1,3,2.68160461581
1635,SiteB,PSRE,15,2014,1,0,1,0,3,2.88102715558
1636,SiteB,PSRE,16,2014,2,2,1,2,0,2.60960493084
1637,SiteB,PSRE,17,2014,2,3,3,2,2,3.2191970805
1638,SiteB,PSRE,18,2014,5,1,2,0,2,0.854795308332
1639,SiteB,PSRE,19,2014,0,2,3,1,0,9.6391919728
